position,rotation,velocity,angular_velocity
[6.870755 0.1000907 -23.32957],[0.9986629 0.01813491 0.00485748 0.04816737],[-1.088901 0.0 0.2206665],[-4.034939E-06 -3.883635E-05 0.001041816]
[6.848777 0.1000907 -23.32505],[0.9986624 0.01813428 0.004857298 0.04817554],[-1.09888 0.0 0.226042],[-5.690944E-05 -3.571638E-05 0.0008188047]
[6.826602 0.1000907 -23.32043],[0.9986622 0.01813321 0.004857132 0.04818182],[-1.108783 0.0 0.2313742],[-0.0001026574 -3.309227E-05 0.0006281536]
[6.804229 0.1000907 -23.31569],[0.9986621 0.01813169 0.004856974 0.04818642],[-1.118608 0.0 0.2366634],[-0.0001488675 -3.134854E-05 0.0004600836]
[6.781662 0.1000907 -23.31085],[0.9986619 0.0181297 0.004856823 0.0481894],[-1.128357 0.0 0.2419097],[-0.0001965851 -3.00041E-05 0.0002987216]
[6.758902 0.1000907 -23.30591],[0.9986618 0.01812721 0.004856678 0.04819075],[-1.138029 0.0 0.2471133],[-0.0002466708 -2.885188E-05 0.0001366165]
[6.735949 0.1000907 -23.30087],[0.998662 0.01812428 0.004856544 0.0481904],[-1.147624 0.0 0.2522742],[-0.0002924356 -2.694974E-05 -3.483584E-05]
[6.712806 0.1000907 -23.29572],[0.9986622 0.01812041 0.004856399 0.04818814],[-1.157143 0.0 0.2573928],[-0.0003867718 -2.907062E-05 -0.0002245433]
[6.689475 0.1000907 -23.29047],[0.9986625 0.01811479 0.00485621 0.04818372],[-1.166584 0.0 0.2624688],[-0.000563112 -3.815003E-05 -0.0004406731]
[6.665956 0.1000907 -23.28512],[0.9986629 0.01810616 0.004855921 0.04817683],[-1.175948 0.0 0.2675021],[-0.0008653513 -5.827527E-05 -0.0006866946]
[6.642251 0.1000907 -23.27967],[0.9986637 0.01809299 0.004855465 0.04816714],[-1.185235 0.0 0.2724918],[-0.001318149 -9.17563E-05 -0.0009650052]
[6.618362 0.1000907 -23.27412],[0.9986646 0.01807346 0.004854761 0.04815425],[-1.194443 0.0 0.2774363],[-0.00195581 -0.0001415681 -0.001284336]
[6.594291 0.1000907 -23.26847],[0.9986659 0.01804567 0.004853726 0.04813774],[-1.203573 0.0 0.2823337],[-0.002780139 -0.0002079404 -0.001643028]
[6.570038 0.1000907 -23.26273],[0.9986676 0.01800751 0.004852266 0.04811719],[-1.212623 0.0 0.2871811],[-0.00381689 -0.0002932259 -0.002044708]
[6.545607 0.1000907 -23.25689],[0.9986697 0.01795684 0.004850286 0.04809217],[-1.221593 0.0 0.2919748],[-0.005066476 -0.0003975079 -0.002487648]
[6.520997 0.1000907 -23.25096],[0.9986724 0.01789136 0.004847683 0.04806227],[-1.230482 0.0 0.2967104],[-0.006546054 -0.0005224491 -0.002971655]
[6.496211 0.1000907 -23.24493],[0.9986755 0.01780891 0.004844361 0.04802708],[-1.239289 0.0 0.3013825],[-0.00824145 -0.0006666877 -0.0034958]
[6.471251 0.1000907 -23.23881],[0.9986793 0.01770735 0.004840223 0.04798624],[-1.248011 0.0 0.3059852],[-0.01014865 -0.0008300325 -0.004054911]
[6.446118 0.1000907 -23.2326],[0.9986838 0.01758464 0.004835178 0.04793944],[-1.256648 0.0 0.3105113],[-0.012261 -0.001011948 -0.00464443]
[6.420814 0.1000907 -23.2263],[0.9986889 0.0174389 0.00482914 0.04788641],[-1.265198 0.0 0.3149534],[-0.01456126 -0.001210939 -0.005260247]
[6.395341 0.1000907 -23.21992],[0.9986948 0.01726856 0.00482204 0.04782693],[-1.27366 0.0 0.3193032],[-0.01701617 -0.001423884 -0.005898903]
[6.3697 0.1000907 -23.21344],[0.9987013 0.01707215 0.004813808 0.04776081],[-1.282031 0.0 0.3235517],[-0.01961873 -0.001650376 -0.006553221]
[6.343894 0.1000907 -23.20689],[0.9987086 0.01684843 0.00480439 0.04768796],[-1.29031 0.0 0.3276897],[-0.02234556 -0.001888259 -0.007219434]
[6.317924 0.1000907 -23.20026],[0.9987168 0.01659647 0.004793742 0.04760833],[-1.298495 0.0 0.3317073],[-0.02516484 -0.002134815 -0.00788778]
[6.291792 0.1000907 -23.19354],[0.9987255 0.01631567 0.004781833 0.04752195],[-1.306584 0.0 0.3355946],[-0.02804369 -0.002387038 -0.00855413]
[6.265501 0.1000907 -23.18676],[0.998735 0.01600561 0.004768644 0.04742893],[-1.314576 0.0 0.3393412],[-0.0309629 -0.00264334 -0.009208888]
[6.239052 0.1000907 -23.1799],[0.9987452 0.0156664 0.004754178 0.04732942],[-1.322469 0.0 0.342937],[-0.03387411 -0.002899265 -0.009847944]
[6.212447 0.1000907 -23.17297],[0.998756 0.01529821 0.00473844 0.04722362],[-1.33026 0.0 0.3463717],[-0.03676484 -0.003153758 -0.0104668]
[6.185688 0.1000907 -23.16598],[0.9987674 0.01490168 0.004721457 0.04711182],[-1.337949 0.0 0.3496354],[-0.03959351 -0.003403078 -0.01105766]
[6.158777 0.1000907 -23.15892],[0.9987792 0.01447763 0.004703262 0.04699435],[-1.345534 0.0 0.3527184],[-0.04234077 -0.003645571 -0.01161504]
[6.131716 0.1000907 -23.15181],[0.9987915 0.01402725 0.004683909 0.04687159],[-1.353014 0.0 0.3556114],[-0.04496679 -0.003877579 -0.01213495]
[6.104508 0.1000907 -23.14465],[0.9988042 0.01355196 0.004663455 0.046744],[-1.360388 0.0 0.3583056],[-0.04745322 -0.004097635 -0.01260877]
[6.077155 0.1000907 -23.13743],[0.9988171 0.01305339 0.004641972 0.04661207],[-1.367654 0.0 0.3607929],[-0.04977608 -0.004303498 -0.01303501]
[6.049659 0.1000907 -23.13017],[0.9988301 0.01253341 0.004619539 0.0464763],[-1.374812 0.0 0.363066],[-0.05191233 -0.004493142 -0.01340907]
[6.022022 0.1000907 -23.12287],[0.9988434 0.0119941 0.00459625 0.04633726],[-1.381861 0.0 0.3651181],[-0.05384069 -0.004664584 -0.01372987]
[5.994246 0.1000907 -23.11553],[0.9988565 0.01143774 0.004572202 0.04619552],[-1.388801 0.0 0.3669434],[-0.05554067 -0.004816055 -0.01399181]
[5.966333 0.1000907 -23.10816],[0.9988697 0.01086675 0.004547501 0.04605169],[-1.395632 0.0 0.3685373],[-0.05700045 -0.004946477 -0.01419459]
[5.938286 0.1000907 -23.10076],[0.9988827 0.01028371 0.004522259 0.04590636],[-1.402354 0.0 0.3698958],[-0.05820261 -0.005054265 -0.01433838]
[5.910107 0.1000907 -23.09334],[0.9988954 0.009691274 0.004496594 0.04576015],[-1.408966 0.0 0.371016],[-0.0591387 -0.005138655 -0.01442185]
[5.881797 0.1000907 -23.0859],[0.9989077 0.009092117 0.004470623 0.04561366],[-1.41547 0.0 0.3718962],[-0.05980851 -0.005199621 -0.01444546]
[5.85336 0.1000907 -23.07845],[0.9989198 0.008489036 0.004444467 0.04546751],[-1.421867 0.0 0.3725358],[-0.06019926 -0.005236047 -0.01440868]
[5.824797 0.1000907 -23.07099],[0.9989315 0.0078848 0.00441825 0.0453223],[-1.428157 0.0 0.372935],[-0.06031347 -0.005248129 -0.01431259]
[5.79611 0.1000907 -23.06353],[0.9989427 0.007282001 0.004392083 0.04517861],[-1.434341 0.0 0.3730954],[-0.06016927 -0.005237531 -0.01415863]
[5.767302 0.1000907 -23.05607],[0.9989535 0.006683318 0.004366086 0.04503696],[-1.440422 0.0 0.3730195],[-0.05975751 -0.005203303 -0.01395367]
[5.738374 0.1000907 -23.04861],[0.9989637 0.0060913 0.00434037 0.04489787],[-1.4464 0.0 0.3727107],[-0.05909147 -0.00514667 -0.01369972]
[5.709328 0.1000907 -23.04117],[0.9989733 0.00550836 0.004315041 0.0447618],[-1.452277 0.0 0.3721736],[-0.05818484 -0.005068858 -0.01339804]
[5.680167 0.1000907 -23.03374],[0.9989823 0.004936759 0.004290198 0.04462925],[-1.458056 0.0 0.3714134],[-0.05705232 -0.004971203 -0.01304933]
[5.650892 0.1000907 -23.02633],[0.9989907 0.004378679 0.004265937 0.04450061],[-1.463738 0.0 0.3704363],[-0.0557023 -0.004854396 -0.01266054]
[5.621506 0.1000907 -23.01895],[0.9989985 0.003836211 0.00424235 0.04437627],[-1.469326 0.0 0.3692495],[-0.05414356 -0.004719196 -0.01223574]
[5.59201 0.1000907 -23.01159],[0.9990059 0.003311075 0.004219513 0.04425652],[-1.474821 0.0 0.3678606],[-0.05241332 -0.004568894 -0.01178203]
[5.562405 0.1000907 -23.00426],[0.9990126 0.002804829 0.004197495 0.04414163],[-1.480227 0.0 0.366278],[-0.05052746 -0.004404897 -0.01130118]
[5.532694 0.1000907 -22.99697],[0.9990188 0.002318876 0.004176357 0.04403184],[-1.485547 0.0 0.3645106],[-0.04850189 -0.004228609 -0.0107972]
[5.502879 0.1000907 -22.98972],[0.9990245 0.001854385 0.00415615 0.04392731],[-1.490781 0.0 0.3625679],[-0.04635952 -0.004042046 -0.0102783]
[5.47296 0.1000907 -22.98251],[0.9990296 0.001412443 0.004136923 0.0438282],[-1.495935 0.0 0.3604596],[-0.0441087 -0.003845949 -0.009744399]
[5.44294 0.1000907 -22.97535],[0.9990342 0.0009937066 0.004118704 0.04373457],[-1.501009 0.0 0.3581958],[-0.04179257 -0.003644096 -0.009203807]
[5.412819 0.1000907 -22.96823],[0.9990385 0.0005987558 0.004101519 0.04364648],[-1.506007 0.0 0.3557868],[-0.03941849 -0.003437156 -0.008657781]
[5.382601 0.1000907 -22.96117],[0.9990423 0.0002279654 0.004085384 0.04356391],[-1.510931 0.0 0.353243],[-0.03700705 -0.003226908 -0.008114099]
[5.352285 0.1000907 -22.95416],[0.9990457 -0.0001185597 0.004070305 0.04348684],[-1.515785 0.0 0.350575],[-0.0345852 -0.003015724 -0.007573566]
[5.321874 0.1000907 -22.9472],[0.9990488 -0.000440833 0.00405628 0.04341519],[-1.520571 0.0 0.3477933],[-0.03216472 -0.002804678 -0.007040135]
[5.291368 0.1000907 -22.9403],[0.9990516 -0.0007391124 0.004043299 0.04334885],[-1.52529 0.0 0.3449081],[-0.02976999 -0.002595867 -0.006517478]
[5.260769 0.1000907 -22.93346],[0.999054 -0.001013825 0.004031343 0.04328767],[-1.529947 0.0 0.3419296],[-0.02741794 -0.002390791 -0.006010841]
[5.230078 0.1000907 -22.92669],[0.9990563 -0.001265483 0.00402039 0.04323149],[-1.534544 0.0 0.3388678],[-0.02511697 -0.002190185 -0.005519837]
[5.199296 0.1000907 -22.91997],[0.9990581 -0.00149482 0.004010408 0.04318011],[-1.539082 0.0 0.3357325],[-0.02288933 -0.001995972 -0.005047633]
[5.168425 0.1000907 -22.91332],[0.9990599 -0.001702631 0.004001363 0.04313333],[-1.543564 0.0 0.3325327],[-0.02074097 -0.001808698 -0.004596774]
[5.137465 0.1000907 -22.90674],[0.9990614 -0.001889901 0.003993211 0.04309091],[-1.547992 0.0 0.3292775],[-0.01869096 -0.001630003 -0.004167948]
[5.106418 0.1000907 -22.90022],[0.9990628 -0.002057583 0.003985911 0.04305261],[-1.552369 0.0 0.3259753],[-0.01673609 -0.001459628 -0.003763742]
[5.075284 0.1000907 -22.89376],[0.999064 -0.002206809 0.003979414 0.04301817],[-1.556697 0.0 0.3226341],[-0.01489406 -0.001299103 -0.003385693]
[5.044064 0.1000907 -22.88738],[0.999065 -0.002338793 0.003973667 0.04298732],[-1.560976 0.0 0.3192615],[-0.01317338 -0.001149162 -0.003032341]
[5.01276 0.1000907 -22.88106],[0.9990659 -0.00245469 0.003968619 0.04295981],[-1.565209 0.0 0.3158644],[-0.0115679 -0.001009307 -0.002705295]
[4.981372 0.1000907 -22.87481],[0.9990667 -0.002555721 0.003964217 0.04293539],[-1.569398 0.0 0.3124493],[-0.0100842 -0.0008800561 -0.002402425]
[4.949901 0.1000907 -22.86863],[0.9990674 -0.002643168 0.003960407 0.04291379],[-1.573545 0.0 0.309022],[-0.008728613 -0.0007619708 -0.002124991]
[4.918348 0.1000907 -22.86252],[0.9990681 -0.002718231 0.003957135 0.04289477],[-1.577649 0.0 0.3055881],[-0.007492595 -0.0006543176 -0.001872808]
[4.886714 0.1000907 -22.85648],[0.9990686 -0.002782147 0.003954347 0.04287807],[-1.581714 0.0 0.3021524],[-0.006380193 -0.0005574267 -0.001644813]
[4.854999 0.1000907 -22.85051],[0.9990691 -0.00283606 0.003951994 0.04286345],[-1.58574 0.0 0.2987192],[-0.005381868 -0.0004704945 -0.001440422]
[4.823205 0.1000907 -22.8446],[0.9990695 -0.002881152 0.003950025 0.04285068],[-1.589728 0.0 0.2952925],[-0.004501409 -0.0003938212 -0.001258774]
[4.791331 0.1000907 -22.83876],[0.9990699 -0.002918485 0.003948393 0.04283959],[-1.593679 0.0 0.2918756],[-0.003727171 -0.0003263722 -0.00109402]
[4.759379 0.1000907 -22.83299],[0.9990703 -0.002949088 0.003947054 0.04283001],[-1.597594 0.0 0.2884715],[-0.003055288 -0.0002678089 -0.0009467807]
[4.727349 0.1000907 -22.82729],[0.9990706 -0.002973942 0.003945965 0.04282173],[-1.601475 0.0 0.2850826],[-0.002481643 -0.0002178042 -0.0008182402]
[4.695243 0.1000907 -22.82166],[0.9990708 -0.002993844 0.003945092 0.04281463],[-1.605321 0.0 0.2817112],[-0.001987283 -0.0001746748 -0.0007020229]
[4.66306 0.1000907 -22.81609],[0.9990711 -0.003009613 0.003944398 0.04280858],[-1.609133 0.0 0.278359],[-0.001574808 -0.0001386833 -0.0005994146]
[4.630802 0.1000907 -22.81059],[0.9990712 -0.003021885 0.003943858 0.04280347],[-1.612913 0.0 0.2750274],[-0.001225723 -0.0001081782 -0.0005065693]
[4.598469 0.1000907 -22.80515],[0.9990713 -0.003031261 0.003943443 0.04279919],[-1.616661 0.0 0.2717177],[-0.0009366604 -8.288851E-05 -0.0004241201]
[4.566061 0.1000907 -22.79979],[0.9990715 -0.003038235 0.003943134 0.04279567],[-1.620377 0.0 0.2684308],[-0.0006966963 -6.186151E-05 -0.0003500239]
[4.53358 0.1000907 -22.79448],[0.9990715 -0.003043253 0.00394291 0.04279283],[-1.624062 0.0 0.2651675],[-0.0005014996 -4.470865E-05 -0.0002817899]
[4.501026 0.1000907 -22.78924],[0.9990717 -0.003046606 0.003942761 0.04279066],[-1.627716 0.0 0.2619283],[-0.0003351042 -3.003706E-05 -0.0002157565]
[4.468399 0.1000907 -22.78407],[0.9990718 -0.003048548 0.003942673 0.04278912],[-1.63134 0.0 0.2587138],[-0.0001943132 -1.759183E-05 -0.0001538416]
[4.4357 0.1000907 -22.77896],[0.9990717 -0.00304925 0.003942639 0.04278819],[-1.634935 0.0 0.2555242],[-7.036913E-05 -6.59387E-06 -9.236806E-05]
[4.40293 0.1000907 -22.77391],[0.9990718 -0.00304873 0.003942661 0.04278789],[-1.6385 0.0 0.2523599],[5.183581E-05 4.268646E-06 -2.991982E-05]
[4.37009 0.1000907 -22.76893],[0.9990718 -0.003047064 0.003942733 0.04278823],[-1.642037 0.0 0.249221],[0.0001662592 1.445781E-05 3.347064E-05]
[4.337179 0.1000907 -22.76401],[0.9990718 -0.003044194 0.003942859 0.04278922],[-1.645546 0.0 0.246108],[0.0002865319 2.515033E-05 9.733003E-05]
[4.304198 0.1000907 -22.75915],[0.9990717 -0.003039991 0.003943044 0.04279086],[-1.649027 0.0 0.2430209],[0.0004197816 3.69691E-05 0.0001627473]
[4.271149 0.1000907 -22.75435],[0.9990717 -0.003034343 0.003943292 0.04279321],[-1.65248 0.0 0.2399602],[0.0005641385 4.975943E-05 0.0002329176]
[4.23803 0.1000907 -22.74961],[0.9990715 -0.003027017 0.003943615 0.04279631],[-1.655908 0.0 0.2369262],[0.0007316744 6.455301E-05 0.0003068704]
[4.204844 0.1000907 -22.74493],[0.9990713 -0.003017736 0.003944023 0.04280019],[-1.659308 0.0 0.2339193],[0.0009269218 8.175975E-05 0.0003849954]
[4.171591 0.1000907 -22.74031],[0.9990712 -0.003006262 0.003944528 0.0428049],[-1.662683 0.0 0.2309401],[0.001145986 0.0001010257 0.0004662687]
[4.13827 0.1000907 -22.73575],[0.9990709 -0.002992324 0.003945141 0.04281047],[-1.666033 0.0 0.2279892],[0.001392018 0.0001226569 0.0005523555]
[4.104883 0.1000907 -22.73125],[0.9990708 -0.002975699 0.003945872 0.04281696],[-1.669359 0.0 0.2250673],[0.001660333 0.000146217 0.0006427268]
[4.07143 0.1000907 -22.7268],[0.9990705 -0.002956073 0.003946733 0.04282444],[-1.67266 0.0 0.2221753],[0.00195991 0.0001724945 0.0007400435]
[4.037911 0.1000907 -22.72242],[0.9990702 -0.002933125 0.00394774 0.04283293],[-1.675937 0.0 0.2193141],[0.002291616 0.0002015514 0.0008403846]
[4.004328 0.1000907 -22.71809],[0.9990698 -0.002906597 0.003948904 0.04284246],[-1.679192 0.0 0.2164848],[0.002649068 0.0002328358 0.0009426176]
[3.970679 0.1000907 -22.71381],[0.9990695 -0.002876228 0.003950236 0.04285305],[-1.682424 0.0 0.2136884],[0.003032445 0.000266375 0.001047859]
[3.936967 0.1000907 -22.70959],[0.999069 -0.002841829 0.003951744 0.04286474],[-1.685635 0.0 0.2109262],[0.003434736 0.0003015652 0.001155566]
[3.90319 0.1000907 -22.70543],[0.9990686 -0.002803288 0.003953432 0.04287754],[-1.688824 0.0 0.2081996],[0.003848236 0.0003376979 0.001264551]
[3.86935 0.1000907 -22.70132],[0.9990681 -0.002760425 0.003955309 0.04289145],[-1.691993 0.0 0.2055098],[0.004279646 0.0003753837 0.001374255]
[3.835447 0.1000907 -22.69726],[0.9990676 -0.002713074 0.003957381 0.04290646],[-1.695142 0.0 0.2028583],[0.004727545 0.0004144787 0.001482661]
[3.801482 0.1000907 -22.69326],[0.9990671 -0.002661227 0.003959649 0.04292256],[-1.698271 0.0 0.2002464],[0.005176313 0.0004536598 0.001589814]
[3.767454 0.1000907 -22.6893],[0.9990665 -0.002604885 0.003962114 0.04293973],[-1.701381 0.0 0.1976757],[0.005625011 0.0004928181 0.001694134]
[3.733365 0.1000907 -22.6854],[0.9990658 -0.002543997 0.003964776 0.04295792],[-1.704473 0.0 0.1951475],[0.006078766 0.000532421 0.001795566]
[3.699214 0.1000907 -22.68155],[0.9990652 -0.00247853 0.003967637 0.0429771],[-1.707548 0.0 0.1926633],[0.00653576 0.0005722762 0.00189229]
[3.665002 0.1000907 -22.67774],[0.9990644 -0.002408611 0.003970692 0.0429972],[-1.710605 0.0 0.1902245],[0.006980013 0.0006110037 0.001982914]
[3.630729 0.1000907 -22.67399],[0.9990637 -0.002334379 0.003973935 0.04301817],[-1.713645 0.0 0.1878325],[0.007410412 0.0006485149 0.002068304]
[3.596395 0.1000907 -22.67028],[0.999063 -0.002255996 0.003977359 0.04303996],[-1.716669 0.0 0.1854886],[0.007824765 0.0006846085 0.002148046]
[3.562002 0.1000907 -22.66661],[0.9990621 -0.002173774 0.003980949 0.04306249],[-1.719677 0.0 0.183194],[0.008207797 0.0007179877 0.002221]
[3.527549 0.1000907 -22.66299],[0.9990613 -0.002087903 0.003984698 0.04308567],[-1.72267 0.0 0.1809498],[0.008571946 0.0007497022 0.002284589]
[3.493036 0.1000907 -22.65942],[0.9990604 -0.001998652 0.003988593 0.04310943],[-1.725648 0.0 0.1787571],[0.008909243 0.0007790748 0.002341339]
[3.458463 0.1000907 -22.65589],[0.9990595 -0.001906373 0.003992621 0.04313368],[-1.728611 0.0 0.1766168],[0.0092113 0.0008053671 0.002388675]
[3.423832 0.1000907 -22.6524],[0.9990586 -0.001811426 0.003996764 0.04315832],[-1.731559 0.0 0.1745295],[0.009477624 0.0008285513 0.002427132]
[3.389142 0.1000907 -22.64895],[0.9990577 -0.001714177 0.004001007 0.04318327],[-1.734494 0.0 0.172496],[0.009707172 0.0008485178 0.002456711]
[3.354394 0.1000907 -22.64554],[0.9990568 -0.001614933 0.004005337 0.04320842],[-1.737414 0.0 0.1705167],[0.009906325 0.0008658284 0.002476674]
[3.319587 0.1000907 -22.64216],[0.9990558 -0.001514072 0.004009737 0.0432337],[-1.740321 0.0 0.1685919],[0.01006755 0.0008798339 0.002488672]
[3.284723 0.1000907 -22.63883],[0.9990548 -0.001412185 0.004014181 0.04325901],[-1.743214 0.0 0.1667219],[0.01016982 0.0008887193 0.002490313]
[3.249801 0.1000907 -22.63553],[0.9990539 -0.001309715 0.004018651 0.04328422],[-1.746094 0.0 0.1649065],[0.01022798 0.0008937525 0.002481794]
[3.214822 0.1000907 -22.63227],[0.9990529 -0.001207036 0.004023129 0.04330927],[-1.74896 0.0 0.1631457],[0.01024873 0.0008955135 0.002465005]
[3.179786 0.1000907 -22.62904],[0.999052 -0.001104518 0.0040276 0.04333407],[-1.751813 0.0 0.1614389],[0.01023263 0.0008940546 0.00244]
[3.144693 0.1000907 -22.62584],[0.9990509 -0.001002591 0.004032044 0.04335852],[-1.754652 0.0 0.1597859],[0.01017345 0.0008888379 0.002406019]
[3.109543 0.1000907 -22.62268],[0.9990501 -0.0009016801 0.004036445 0.04338256],[-1.757478 0.0 0.1581858],[0.01007205 0.0008799512 0.002363582]
[3.074337 0.1000907 -22.61955],[0.999049 -0.0008021306 0.004040786 0.04340608],[-1.760291 0.0 0.1566378],[0.009936063 0.0008680564 0.00231371]
[3.039076 0.1000907 -22.61645],[0.9990482 -0.0007043456 0.00404505 0.04342904],[-1.76309 0.0 0.1551411],[0.009759898 0.0008526584 0.002257462]
[3.003758 0.1000907 -22.61337],[0.9990472 -0.0006086475 0.004049222 0.04345135],[-1.765875 0.0 0.1536944],[0.00955154 0.0008344437 0.00219505]
[2.968385 0.1000907 -22.61032],[0.9990463 -0.0005153449 0.004053291 0.04347298],[-1.768647 0.0 0.1522967],[0.009312387 0.0008135427 0.002125941]
[2.932957 0.1000907 -22.60731],[0.9990454 -0.0004247387 0.004057242 0.04349385],[-1.771405 0.0 0.1509465],[0.009043217 0.0007900156 0.002052204]
[2.897474 0.1000907 -22.60431],[0.9990445 -0.0003371132 0.004061062 0.04351394],[-1.774149 0.0 0.1496425],[0.008745689 0.0007640084 0.001975025]
[2.861937 0.1000907 -22.60135],[0.9990437 -0.0002526689 0.004064744 0.0435332],[-1.776878 0.0 0.1483831],[0.008428129 0.00073626 0.001893706]
[2.826345 0.1000907 -22.5984],[0.9990429 -0.0001716671 0.004068276 0.04355161],[-1.779593 0.0 0.1471666],[0.008084521 0.0007062276 0.00180905]
[2.790699 0.1000907 -22.59548],[0.9990422 -9.421503E-05 0.004071653 0.04356913],[-1.782293 0.0 0.1459915],[0.007730203 0.0006752871 0.001722348]
[2.754999 0.1000907 -22.59258],[0.9990414 -2.047632E-05 0.004074868 0.04358575],[-1.784979 0.0 0.144856],[0.007359563 0.0006429125 0.001634112]
[2.719246 0.1000907 -22.58971],[0.9990407 4.939447E-05 0.004077914 0.04360146],[-1.787649 0.0 0.1437584],[0.006973503 0.0006091878 0.001544096]
[2.68344 0.1000907 -22.58686],[0.9990401 0.0001153902 0.004080791 0.04361627],[-1.790303 0.0 0.1426968],[0.006586739 0.0005754086 0.001455236]
[2.647581 0.1000907 -22.58402],[0.9990395 0.000177442 0.004083497 0.04363018],[-1.792943 0.0 0.1416693],[0.006193105 0.0005410279 0.001366463]
[2.61167 0.1000907 -22.58121],[0.9990389 0.000235562 0.004086031 0.04364319],[-1.795566 0.0 0.1406744],[0.005800681 0.0005067494 0.001279027]
[2.575706 0.1000907 -22.57841],[0.9990382 0.0002897659 0.004088394 0.04365533],[-1.798173 0.0 0.13971],[0.005409847 0.0004726087 0.001193471]
[2.539691 0.1000907 -22.57564],[0.9990378 0.0003401412 0.004090591 0.04366662],[-1.800765 0.0 0.1387745],[0.005027719 0.0004392268 0.001109072]
[2.503624 0.1000907 -22.57288],[0.9990372 0.0003867091 0.004092621 0.04367706],[-1.803339 0.0 0.1378662],[0.004647735 0.000406037 0.00102719]
[2.467506 0.1000907 -22.57014],[0.9990368 0.0004295592 0.004094489 0.0436867],[-1.805897 0.0 0.1369832],[0.00427669 0.0003736112 0.0009473002]
[2.431338 0.1000907 -22.56742],[0.9990364 0.0004688505 0.004096202 0.04369556],[-1.808439 0.0 0.1361241],[0.003921511 0.0003425941 0.0008708839]
[2.395118 0.1000907 -22.56471],[0.999036 0.0005046686 0.004097764 0.04370367],[-1.810963 0.0 0.1352871],[0.003574879 0.000312317 0.0007977523]
[2.358849 0.1000907 -22.56203],[0.9990357 0.0005371633 0.004099181 0.04371109],[-1.81347 0.0 0.1344708],[0.003243206 0.0002833506 0.0007293449]
[2.32253 0.1000907 -22.55935],[0.9990354 0.0005664813 0.004100459 0.04371784],[-1.81596 0.0 0.1336737],[0.002926161 0.0002556402 0.0006638815]
[2.286161 0.1000907 -22.55669],[0.9990351 0.0005928298 0.004101608 0.04372396],[-1.818433 0.0 0.1328944],[0.00262982 0.0002297338 0.0006020012]
